,Attrition,BusinessTravel,DailyRate,Department,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
566,1,Travel_Frequently,719,Sales,785,2,77,4,2,Sales Executive,3,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3
567,0,Travel_Rarely,304,Sales,786,4,60,3,2,Sales Executive,4,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4
568,1,Travel_Rarely,725,Research & Development,787,4,78,3,5,Manager,1,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4
569,0,Non-Travel,1434,Sales,789,1,76,2,3,Sales Executive,1,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9
570,0,Non-Travel,715,Research & Development,791,4,41,3,1,Research Scientist,4,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2
571,0,Travel_Frequently,575,Research & Development,792,1,71,1,1,Laboratory Technician,4,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0
572,0,Travel_Rarely,657,Research & Development,793,2,66,3,2,Healthcare Representative,3,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1
573,1,Travel_Rarely,1146,Sales,796,4,38,2,2,Sales Executive,1,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2
574,0,Travel_Rarely,182,Research & Development,797,2,72,4,1,Research Scientist,4,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3
575,0,Travel_Rarely,376,Research & Development,799,4,95,3,2,Manufacturing Director,1,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4
576,0,Travel_Frequently,829,Sales,800,3,84,3,2,Sales Executive,4,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1
577,0,Travel_Rarely,571,Research & Development,802,4,82,3,1,Research Scientist,1,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3
578,0,Travel_Frequently,240,Research & Development,803,1,75,4,2,Manufacturing Director,1,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12
579,0,Travel_Rarely,121,Research & Development,804,3,86,2,1,Research Scientist,1,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3
580,0,Travel_Rarely,384,Sales,805,1,72,3,1,Sales Representative,4,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2
581,0,Travel_Rarely,921,Research & Development,806,4,38,1,1,Laboratory Technician,3,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2
582,0,Travel_Frequently,791,Research & Development,807,3,38,4,2,Healthcare Representative,2,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7
583,0,Travel_Rarely,1111,Sales,808,3,93,3,2,Sales Executive,1,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2
584,0,Travel_Frequently,570,Research & Development,809,2,66,3,5,Manager,4,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9
585,1,Travel_Rarely,1243,Research & Development,811,3,63,4,1,Laboratory Technician,1,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0
586,0,Non-Travel,1092,Research & Development,812,3,60,2,1,Laboratory Technician,2,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0
587,0,Travel_Rarely,1325,Research & Development,813,4,82,3,2,Laboratory Technician,3,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
588,0,Travel_Rarely,691,Research & Development,815,3,64,3,4,Research Director,3,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3
589,1,Travel_Rarely,805,Research & Development,816,2,36,2,1,Laboratory Technician,1,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0
590,0,Travel_Rarely,213,Research & Development,817,3,49,3,3,Research Director,3,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7
591,1,Travel_Rarely,118,Sales,819,1,69,3,2,Sales Executive,1,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2
592,0,Travel_Rarely,202,Research & Development,820,3,33,3,4,Manager,4,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0
593,0,Travel_Rarely,676,Research & Development,823,3,35,3,2,Manufacturing Director,2,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5
594,0,Travel_Rarely,1252,Research & Development,824,3,81,4,1,Research Scientist,3,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7
595,1,Travel_Rarely,286,Research & Development,825,4,31,3,5,Research Director,2,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8
596,0,Travel_Rarely,1258,Research & Development,826,4,40,4,1,Research Scientist,3,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2
597,0,Travel_Rarely,932,Research & Development,827,4,43,2,2,Manufacturing Director,4,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2
598,1,Travel_Rarely,890,Research & Development,828,3,46,3,1,Research Scientist,3,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1
599,0,Travel_Rarely,1041,Human Resources,829,3,36,3,1,Human Resources,2,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4
600,0,Travel_Rarely,859,Research & Development,830,3,98,2,2,Manufacturing Director,3,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8
601,0,Travel_Frequently,720,Research & Development,832,1,51,2,2,Laboratory Technician,3,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0
602,0,Travel_Rarely,946,Research & Development,833,3,52,2,2,Manufacturing Director,4,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0
603,0,Travel_Rarely,252,Research & Development,834,2,95,2,1,Research Scientist,3,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0
604,0,Travel_Rarely,933,Research & Development,836,2,98,3,2,Manufacturing Director,2,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8
605,0,Travel_Frequently,471,Research & Development,837,1,45,2,2,Healthcare Representative,1,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2
606,0,Travel_Frequently,702,Research & Development,838,3,100,2,1,Research Scientist,4,2553,8306,1,No,16,3,3,0,6,3,3,5,2,1,3
607,1,Travel_Rarely,1184,Sales,840,3,43,3,3,Sales Executive,4,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7
608,1,Travel_Rarely,436,Sales,842,3,37,3,2,Sales Executive,4,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3
609,0,Travel_Rarely,589,Research & Development,843,2,94,3,4,Research Director,1,17159,5200,6,No,24,4,3,1,22,3,3,4,1,1,0
610,0,Travel_Rarely,269,Research & Development,844,3,42,2,3,Research Director,4,12808,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8
611,0,Travel_Rarely,950,Research & Development,845,3,59,3,3,Manufacturing Director,3,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6
612,0,Travel_Rarely,760,Sales,846,2,81,3,2,Sales Executive,2,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5
613,0,Travel_Rarely,829,Human Resources,847,3,88,3,1,Human Resources,4,3737,2243,0,No,19,3,3,1,4,1,1,3,2,0,2
614,1,Travel_Frequently,887,Research & Development,848,3,88,2,1,Research Scientist,3,2366,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7
615,0,Non-Travel,443,Research & Development,850,4,50,3,1,Research Scientist,4,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0
616,0,Travel_Rarely,1318,Sales,851,1,66,3,4,Manager,3,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17
617,0,Travel_Rarely,625,Research & Development,852,4,50,3,2,Healthcare Representative,2,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3
618,0,Travel_Rarely,180,Research & Development,854,1,65,4,1,Research Scientist,1,3424,21632,7,No,13,3,3,0,6,3,2,4,3,0,1
619,0,Travel_Rarely,586,Sales,855,1,48,4,2,Sales Executive,1,4037,21816,1,No,22,4,1,1,9,5,3,9,8,0,8
620,0,Travel_Rarely,1343,Research & Development,856,3,53,2,1,Research Scientist,1,2559,17852,1,No,11,3,4,0,6,3,2,6,5,1,1
621,0,Travel_Rarely,928,Sales,857,2,56,3,2,Sales Executive,4,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11
622,0,Travel_Rarely,117,Sales,859,2,73,3,2,Sales Executive,4,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3
623,0,Travel_Frequently,1012,Research & Development,861,2,75,2,1,Research Scientist,4,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3
624,0,Travel_Rarely,661,Sales,862,1,78,2,3,Sales Executive,4,10934,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4
625,0,Travel_Rarely,930,Sales,864,4,74,3,3,Sales Executive,1,10761,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2
626,0,Travel_Rarely,638,Research & Development,865,3,91,4,2,Research Scientist,3,5175,22162,5,No,12,3,3,1,9,3,2,5,3,1,3
627,0,Travel_Frequently,890,Research & Development,867,3,81,2,4,Manufacturing Director,4,13826,19028,3,No,22,4,3,0,31,3,3,9,8,0,0
628,0,Travel_Rarely,342,Sales,868,4,66,2,2,Sales Executive,3,6334,24558,4,No,19,3,4,2,9,2,3,1,0,0,0
629,0,Travel_Rarely,1169,Human Resources,869,2,63,2,1,Human Resources,4,4936,23965,1,No,13,3,4,1,6,6,3,5,1,0,4
630,0,Travel_Rarely,1230,Research & Development,872,4,33,2,2,Manufacturing Director,4,4775,19146,6,No,22,4,1,2,4,2,1,2,2,2,2
631,0,Travel_Rarely,986,Research & Development,874,1,62,4,1,Laboratory Technician,4,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2
632,0,Travel_Frequently,1271,Research & Development,875,2,35,3,1,Research Scientist,4,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2
633,0,Travel_Rarely,1278,Human Resources,878,1,77,2,1,Human Resources,1,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3
634,0,Travel_Rarely,141,Sales,879,3,98,3,2,Sales Executive,1,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3
635,0,Travel_Rarely,607,Research & Development,880,4,66,2,3,Manufacturing Director,3,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15
636,1,Travel_Frequently,130,Research & Development,881,4,96,3,1,Research Scientist,2,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8
637,0,Non-Travel,300,Research & Development,882,4,61,3,1,Laboratory Technician,4,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2
638,0,Travel_Rarely,583,Sales,885,3,87,2,2,Sales Executive,1,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3
639,0,Travel_Rarely,1418,Research & Development,887,3,36,3,1,Research Scientist,1,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2
640,0,Non-Travel,1269,Research & Development,888,1,46,2,1,Laboratory Technician,4,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4
641,0,Travel_Frequently,379,Sales,889,2,48,3,2,Sales Executive,2,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3
642,0,Travel_Rarely,395,Sales,893,2,98,2,1,Sales Representative,2,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2
643,0,Travel_Rarely,1265,Research & Development,894,3,95,4,2,Laboratory Technician,4,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3
644,0,Travel_Rarely,1222,Research & Development,895,4,48,3,1,Research Scientist,4,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2
645,1,Travel_Rarely,341,Sales,896,2,48,2,1,Sales Representative,3,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2
646,0,Travel_Rarely,868,Sales,897,1,73,3,4,Sales Executive,4,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2
647,0,Travel_Rarely,672,Research & Development,899,4,78,2,3,Manufacturing Director,2,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8
648,0,Travel_Frequently,1231,Sales,900,3,54,3,1,Sales Representative,4,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0
649,0,Travel_Rarely,102,Research & Development,901,4,72,3,4,Research Director,4,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8
650,0,Travel_Frequently,422,Research & Development,902,4,33,3,2,Healthcare Representative,4,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2
651,0,Travel_Rarely,249,Sales,903,3,35,3,2,Sales Executive,4,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7
652,0,Non-Travel,1252,Sales,904,1,32,3,3,Sales Executive,2,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9
653,0,Non-Travel,881,Research & Development,905,1,98,3,4,Manager,1,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7
654,0,Travel_Rarely,1383,Human Resources,909,4,42,2,2,Human Resources,4,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4
655,0,Travel_Rarely,1075,Human Resources,910,4,57,3,1,Human Resources,2,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3
656,1,Travel_Rarely,374,Research & Development,911,1,87,3,1,Laboratory Technician,4,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1
657,0,Travel_Rarely,1086,Research & Development,912,1,62,2,1,Laboratory Technician,4,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3
658,0,Travel_Rarely,661,Research & Development,913,2,61,3,1,Research Scientist,1,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1
659,0,Travel_Rarely,821,Sales,916,1,98,3,2,Sales Executive,4,4908,24252,1,No,14,3,2,0,4,3,3,4,2,0,2
660,1,Travel_Frequently,781,Research & Development,918,4,57,2,1,Laboratory Technician,4,2380,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0
661,0,Travel_Rarely,177,Research & Development,920,1,55,3,2,Manufacturing Director,2,4765,23814,4,No,21,4,3,1,4,2,4,1,0,0,0
662,1,Travel_Rarely,500,Sales,922,3,49,2,1,Sales Representative,3,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2
663,1,Travel_Rarely,1427,Research & Development,923,4,65,3,1,Research Scientist,4,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0
664,0,Travel_Rarely,1425,Research & Development,924,3,68,3,2,Healthcare Representative,4,6586,4821,0,Yes,17,3,1,1,17,2,2,16,8,4,11
665,0,Travel_Rarely,1454,Sales,925,4,65,2,1,Sales Representative,4,3294,13137,1,Yes,18,3,1,0,3,3,2,3,2,1,2
666,1,Travel_Rarely,617,Research & Development,926,2,34,3,2,Manufacturing Director,3,4171,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2
667,1,Travel_Rarely,1085,Research & Development,927,2,57,1,1,Laboratory Technician,4,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0
668,0,Travel_Rarely,995,Research & Development,930,3,77,3,1,Research Scientist,3,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2
669,1,Travel_Rarely,1122,Research & Development,932,4,70,3,1,Laboratory Technician,1,2404,4303,7,Yes,21,4,4,0,8,2,1,2,2,2,2
670,0,Travel_Rarely,618,Research & Development,933,2,76,3,1,Research Scientist,3,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0
671,0,Travel_Rarely,546,Research & Development,934,2,83,3,1,Laboratory Technician,2,2008,6896,1,No,14,3,2,2,1,3,3,1,0,1,0
672,0,Travel_Rarely,462,Sales,936,3,68,2,2,Sales Executive,3,6244,7824,7,No,17,3,1,0,10,6,3,5,4,0,3
673,0,Travel_Rarely,1198,Research & Development,939,3,100,2,1,Research Scientist,1,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2
674,0,Travel_Rarely,1272,Research & Development,940,3,37,2,3,Healthcare Representative,2,10552,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4
675,0,Travel_Rarely,154,Sales,941,2,41,2,1,Sales Representative,3,2329,11737,3,No,15,3,2,0,13,2,4,7,7,5,2
676,0,Travel_Rarely,1137,Research & Development,942,4,51,3,2,Healthcare Representative,4,4014,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7
677,0,Travel_Rarely,527,Research & Development,944,1,51,3,3,Laboratory Technician,2,7403,22477,4,No,11,3,3,1,29,3,2,26,9,1,7
678,0,Travel_Rarely,1469,Research & Development,945,4,51,3,1,Research Scientist,3,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,0
679,0,Non-Travel,1188,Sales,947,4,45,3,2,Sales Executive,3,6932,24406,1,No,13,3,4,1,9,2,2,9,8,0,0
680,0,Travel_Rarely,188,Research & Development,949,2,65,3,1,Research Scientist,4,4678,23293,2,No,18,3,3,0,8,6,3,6,2,0,1
681,0,Travel_Rarely,1333,Research & Development,950,4,80,3,3,Research Director,1,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11
682,0,Non-Travel,1184,Research & Development,951,3,70,2,1,Laboratory Technician,2,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2
683,1,Travel_Rarely,867,Sales,952,3,36,2,1,Sales Representative,2,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0
684,0,Travel_Rarely,658,Sales,954,1,67,2,3,Sales Executive,2,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0
685,0,Travel_Frequently,1283,Sales,956,3,52,2,2,Sales Executive,1,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7
686,0,Travel_Rarely,263,Research & Development,957,4,59,3,1,Laboratory Technician,1,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17
687,0,Travel_Rarely,938,Research & Development,958,3,79,3,1,Laboratory Technician,3,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9
688,1,Travel_Rarely,419,Sales,959,4,37,2,1,Sales Representative,2,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0
689,1,Travel_Rarely,129,Research & Development,960,1,84,3,1,Laboratory Technician,1,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0
690,0,Travel_Rarely,616,Research & Development,961,4,41,3,2,Healthcare Representative,4,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5
691,0,Travel_Frequently,1469,Research & Development,964,4,35,3,1,Research Scientist,2,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0
692,0,Travel_Rarely,498,Research & Development,966,3,93,3,2,Manufacturing Director,1,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3
693,1,Travel_Rarely,530,Sales,967,3,51,2,3,Sales Executive,4,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7
694,0,Travel_Rarely,1069,Research & Development,969,2,42,2,2,Healthcare Representative,4,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4
695,1,Travel_Rarely,625,Sales,970,1,46,2,3,Sales Executive,3,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7
696,0,Non-Travel,805,Research & Development,972,3,57,3,2,Laboratory Technician,2,4447,23163,1,No,12,3,2,0,9,5,2,9,7,0,8
697,0,Travel_Frequently,1404,Sales,974,3,84,3,1,Sales Representative,4,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2
698,0,Travel_Rarely,1219,Sales,975,3,86,3,2,Sales Executive,3,4601,6179,1,No,16,3,2,0,5,3,3,5,2,1,0
699,0,Travel_Rarely,1053,Research & Development,976,4,70,3,4,Manager,4,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8
700,1,Travel_Rarely,289,Research & Development,977,4,51,3,1,Research Scientist,3,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0
701,0,Travel_Rarely,1376,Sales,981,3,45,3,4,Manager,3,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2
702,0,Travel_Rarely,231,Sales,982,3,62,3,3,Sales Executive,3,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7
703,0,Non-Travel,152,Sales,983,3,85,3,2,Sales Executive,4,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3
704,0,Travel_Rarely,882,Sales,984,4,92,3,3,Sales Executive,4,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8
705,0,Travel_Rarely,903,Sales,985,1,41,4,3,Sales Executive,3,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7
706,1,Non-Travel,1479,Sales,986,2,100,4,4,Sales Executive,2,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0
707,0,Travel_Frequently,1379,Research & Development,987,3,64,4,2,Manufacturing Director,3,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7
708,0,Non-Travel,1229,Sales,990,1,84,3,2,Sales Executive,4,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7
709,1,Non-Travel,335,Research & Development,991,3,46,2,1,Research Scientist,1,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2
710,0,Non-Travel,722,Sales,992,4,38,3,4,Manager,3,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0
711,1,Travel_Rarely,906,Research & Development,994,4,92,2,1,Research Scientist,1,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0
712,0,Travel_Rarely,461,Research & Development,995,2,53,3,1,Research Scientist,4,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2
713,0,Travel_Rarely,974,Research & Development,996,4,91,3,1,Laboratory Technician,4,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2
714,0,Travel_Rarely,1126,Research & Development,997,4,66,3,4,Research Director,4,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3
715,0,Travel_Frequently,827,Research & Development,998,3,84,4,2,Healthcare Representative,2,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2
716,0,Travel_Frequently,840,Research & Development,999,1,64,3,5,Research Director,3,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11
717,0,Travel_Rarely,1134,Research & Development,1001,3,37,3,1,Laboratory Technician,2,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2
718,0,Non-Travel,248,Research & Development,1002,4,42,3,2,Laboratory Technician,1,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8
719,0,Travel_Rarely,955,Sales,1003,4,83,3,2,Sales Executive,4,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7
720,1,Travel_Rarely,138,Research & Development,1004,1,48,3,1,Research Scientist,3,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1
721,0,Travel_Rarely,939,Research & Development,1005,4,95,3,4,Manufacturing Director,3,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5
722,0,Travel_Frequently,1391,Research & Development,1006,3,66,3,1,Research Scientist,3,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2
723,0,Travel_Rarely,566,Research & Development,1007,4,75,3,3,Manufacturing Director,3,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7
724,0,Travel_Rarely,1206,Research & Development,1009,4,41,2,2,Manufacturing Director,3,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2
725,1,Travel_Rarely,622,Research & Development,1010,3,39,2,1,Laboratory Technician,2,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2
726,0,Travel_Frequently,853,Research & Development,1011,3,96,3,2,Manufacturing Director,1,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3
727,0,Non-Travel,287,Research & Development,1012,2,73,3,1,Research Scientist,4,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0
728,0,Travel_Rarely,1441,Research & Development,1013,3,56,3,3,Manufacturing Director,3,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8
729,0,Travel_Rarely,583,Research & Development,1014,3,57,3,3,Healthcare Representative,3,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1
730,0,Travel_Rarely,153,Research & Development,1015,2,73,4,3,Research Director,1,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7
731,1,Travel_Rarely,1097,Research & Development,1016,4,98,2,1,Research Scientist,1,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0
732,1,Travel_Frequently,109,Research & Development,1017,2,60,3,1,Laboratory Technician,2,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2
733,0,Travel_Rarely,1066,Research & Development,1018,4,32,4,2,Manufacturing Director,4,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3
734,0,Travel_Rarely,217,Research & Development,1019,2,94,1,1,Laboratory Technician,1,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1
735,0,Travel_Rarely,277,Research & Development,1022,1,97,2,2,Healthcare Representative,3,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2
736,0,Travel_Rarely,1355,Research & Development,1024,3,78,2,3,Healthcare Representative,3,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8
737,0,Travel_Rarely,549,Research & Development,1025,4,42,3,2,Manufacturing Director,3,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1
738,0,Travel_Rarely,466,Research & Development,1026,4,65,2,4,Manufacturing Director,4,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8
739,0,Travel_Rarely,1055,Research & Development,1027,1,47,3,2,Manufacturing Director,4,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2
740,0,Travel_Rarely,802,Research & Development,1028,2,45,3,1,Laboratory Technician,4,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2
741,0,Travel_Rarely,265,Sales,1029,4,90,3,5,Manager,3,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0
742,0,Travel_Rarely,804,Research & Development,1030,1,64,3,1,Laboratory Technician,4,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0
743,0,Travel_Rarely,715,Research & Development,1032,3,69,2,4,Manufacturing Director,4,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3
744,1,Travel_Rarely,1141,Research & Development,1033,1,61,1,2,Healthcare Representative,2,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0
745,0,Travel_Frequently,135,Research & Development,1034,3,62,3,2,Healthcare Representative,2,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7
746,0,Non-Travel,247,Research & Development,1035,2,55,1,5,Research Director,3,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10
747,0,Travel_Rarely,1035,Sales,1036,2,42,3,2,Sales Executive,4,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0
748,1,Non-Travel,265,Sales,1037,2,79,1,2,Sales Executive,1,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2
749,1,Travel_Rarely,266,Sales,1038,1,57,1,5,Manager,4,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9
750,0,Travel_Rarely,1448,Sales,1039,4,53,4,4,Sales Executive,4,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11
751,0,Non-Travel,145,Sales,1040,4,95,3,2,Sales Executive,3,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13
752,1,Travel_Rarely,885,Research & Development,1042,3,43,4,1,Laboratory Technician,1,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14
753,0,Travel_Frequently,945,Research & Development,1043,4,82,3,3,Manufacturing Director,1,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
754,0,Non-Travel,1038,Sales,1044,2,88,2,1,Sales Representative,4,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2
